"I want to be informed about news and promotions via Email.","Yenilik ve kampanyalardan e-posta ile haberdar olmak istiyorum."
"I want to be informed about news and promotions via SMS.","Yenilik ve kampanyalardan SMS ile haberdar olmak istiyorum."
"I want to be informed about news and promotions via Call.","Yenilik ve kampanyalardan Arama ile haberdar olmak istiyorum."

